RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Marlon Vera,Deiveson Figueiredo,,,,,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Bantamweight,MALE,3,0,2,1,2.91,0.54,1.4,1.62,0.34,5,3,41,6,0,1,3,4,4,0,12,Orthodox,165.1,172.72,135,1,0,0,4.27,0.49,0.8,0.51,0.39,5,8,66,1,0,0,4,7,4,0,15,Switch,172.72,177.8,135,31,36,-1,2,0,-3,-5,-25,5,-3,0,-7.620000000000003,-5.0800000000000125,5,-1.3599999999999994,0.5999999999999999,1.11,1,6.0,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,6.0,,,Red,,,,,,,,,,,
Tony Ferguson,Michael Chiesa,,,,,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Welterweight,MALE,3,3,0,0,1.81,0.39,1.1,3.3,0.48,4,7,40,1,0,0,5,0,6,0,11,Southpaw,185.42,190.5,170,7,0,0,4.91,0.45,0.9,0.39,0.35,12,8,58,3,0,1,3,5,6,0,15,Orthodox,180.34,193.04,170,40,36,-4,0,-8,-4,-1,-18,-2,-5,0,5.0800000000000125,-2.539999999999992,-4,-3.1,0.2,2.91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Mackenzie Dern,Loopy Godinez,,,,,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Strawweight,FEMALE,3,1,0,0,4.16,0.48,1.0,2.95,0.47,4,4,30,0,0,2,3,0,2,0,7,Orthodox,157.48,154.94,115,2,0,0,3.31,0.4,1.2,0.89,0.17,4,5,36,0,0,2,2,0,4,0,8,Orthodox,162.56,160.02,115,31,30,-1,0,0,-1,-1,-6,0,0,-2,-5.0800000000000125,-5.0800000000000125,-1,0.8500000000000001,-0.1999999999999999,2.06,1,10.0,7.0,,,7.0,,,,,,,,,,,,,10.0,,,,,,,,,,,Red,,,,,,,,,,,
Joel Alvarez,Elves Brener,,,,,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Lightweight,MALE,3,1,0,0,3.99,0.47,0.0,1.23,0.23,3,1,10,0,0,1,0,2,0,0,3,Orthodox,177.8,182.88,155,0,1,0,4.51,0.53,1.2,0.0,0.0,4,2,12,0,0,0,0,2,3,0,5,Orthodox,190.5,195.58,155,31,26,1,-1,-1,-2,-1,-2,0,0,-3,-12.699999999999989,-12.700000000000015,-5,-0.5199999999999996,-1.2,1.23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Azamat Murzakanov,Alonzo Menifield,,,,,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Light Heavyweight,MALE,3,1,0,1,4.0,0.55,0.2,0.56,0.31,4,4,27,0,0,0,2,6,2,0,10,Orthodox,182.88,193.04,205,0,4,0,4.72,0.56,0.0,0.62,0.15,4,0,10,0,0,0,1,3,0,0,4,Southpaw,177.8,180.34,205,35,36,1,-4,0,6,4,17,0,3,2,5.079999999999984,12.699999999999989,1,-0.7199999999999998,0.2,-0.0599999999999999,1,15.0,14.0,,,,,,14.0,,,,,,,,,,,,,15.0,,,,,,,,Red,,,,,,,,,,,
Mohammad Yahya,Kaue Fernandes,,,,,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Lightweight,MALE,3,1,0,0,3.04,0.57,0.0,0.76,1.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,155,1,0,0,2.38,0.42,0.8,0.76,1.0,0,1,3,0,0,0,0,0,0,0,0,Switch,175.26,185.42,155,30,29,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,0.6600000000000001,-0.8,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Shamil Gaziev,Don'Tale Mayes,,,,,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,MALE,3,0,1,0,3.49,0.43,0.0,0.64,0.38,2,5,31,0,0,0,2,4,0,0,6,Orthodox,198.12,205.74,260,1,0,0,2.57,0.48,0.3,0.96,0.3,2,1,7,0,0,0,0,1,1,0,2,Orthodox,193.04,198.12,265,34,32,-1,1,0,4,4,24,0,3,-1,5.0800000000000125,7.620000000000003,-2,0.9200000000000004,-0.3,-0.3199999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Guram Kutateladze,Jordan Vucenic,,,,,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Lightweight,MALE,3,0,0,0,2.27,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,2,0,0,3.95,0.45,0.0,0.77,0.2,1,2,9,0,0,1,0,0,0,0,1,Orthodox,180.34,182.88,155,32,28,-2,0,-1,-1,-2,-9,0,0,0,-2.539999999999992,2.5400000000000205,-4,-1.6800000000000002,0.0,-0.77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Viktoriia Dudakova,Sam Hughes,,,,,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,4.33,0.46,0.0,0.85,0.3,2,5,22,0,1,0,1,1,0,0,3,Orthodox,165.1,162.56,115,0,3,0,2.87,0.47,0.0,2.73,0.35,3,0,7,0,0,0,2,1,0,0,3,Orthodox,165.1,170.18,115,25,32,1,-3,-1,0,5,15,0,0,0,0.0,-7.620000000000003,7,1.46,0.0,-1.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Jai Herbert,Rolando Bedoya,,,,,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Lightweight,MALE,3,2,0,0,7.29,0.49,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,155,1,0,1,3.16,0.42,0.0,0.5,0.23,1,4,17,0,0,0,1,1,0,0,2,Orthodox,185.42,195.58,155,36,27,1,0,-1,-2,-2,-11,0,-1,0,-5.0800000000000125,-7.620000000000003,-9,4.13,0.0,-0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Sedriques Dumas,Denis Tiuliulin,,,,,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,MALE,3,3,0,0,3.61,0.41,0.0,0.96,0.42,1,4,8,0,0,0,0,1,0,0,1,Orthodox,185.42,195.58,185,1,0,0,2.15,0.48,0.3,1.31,0.35,2,2,10,0,0,0,2,0,1,0,3,Orthodox,187.96,200.66,185,28,36,2,0,-1,-2,2,-2,0,1,-1,-2.539999999999992,-5.079999999999984,8,1.46,-0.3,-0.3500000000000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Marcin Tybura,Serghei Spivac,,,,,2024-08-10,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,MALE,5,1,0,0,3.49,0.49,0.6,4.56,0.65,3,4,21,0,1,0,1,3,2,0,7,Orthodox,190.5,198.12,260,0,1,0,3.57,0.49,0.1,1.42,0.33,5,7,48,0,1,0,6,4,1,0,12,Orthodox,190.5,198.12,249,38,29,1,-1,-2,-5,-3,-27,0,-1,1,0.0,0.0,-9,-0.0799999999999996,0.5,3.14,1,9.0,8.0,,,,,8.0,,,,,,,,,,,,,9.0,,,,,,,,,Red,,,,,,,,,,,
Damon Jackson,Chepe Mariscal,,,,,2024-08-10,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,3,0,4.95,0.56,0.2,2.85,0.39,3,0,8,0,0,1,1,1,0,0,3,Orthodox,170.18,175.26,145,0,1,1,2.96,0.42,1.2,2.3,0.32,4,4,27,0,0,1,2,1,2,0,6,Switch,180.34,180.34,155,36,31,0,2,-1,-3,-4,-19,0,0,-2,-10.159999999999997,-5.0800000000000125,-5,1.99,-1.0,0.5500000000000003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Danny Barlow,Nikolay Veretennikov,,,,,2024-08-10,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,2.73,0.56,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,0,2,0,5.62,0.5,0.0,0.0,0.0,2,0,4,0,0,0,0,2,0,0,2,Southpaw,187.96,200.66,170,29,34,1,-2,-2,-2,1,-1,0,-2,0,-2.539999999999992,-12.699999999999989,5,-2.89,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Chris Gutierrez,Quang Le,,,,,2024-08-10,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,0,0,3.02,0.35,0.0,1.7,0.23,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,135,1,0,1,4.72,0.59,0.1,0.26,0.3,4,3,33,0,0,2,3,3,0,0,8,Orthodox,175.26,170.18,135,33,32,-1,0,-4,-8,-3,-33,0,-3,0,-7.619999999999976,7.620000000000003,-1,-1.6999999999999995,-0.1,1.44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Yana Santos,Chelsea Chandler,,,,,2024-08-10,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,3.53,0.45,0.0,0.91,0.6,1,1,7,0,0,0,1,1,0,0,2,Southpaw,172.72,172.72,135,3,0,0,4.42,0.58,0.1,0.97,0.53,2,5,23,1,0,0,4,0,0,0,4,Orthodox,167.64,172.72,135,34,33,-3,1,-1,-2,-4,-16,-1,1,0,5.079999999999984,0.0,-1,-0.8900000000000001,-0.1,-0.0599999999999999,1,14.0,12.0,,,,12.0,,,,,,,,,,,,,14.0,,,,,,,,,,Red,,,,,,,,,,,
Toshiomi Kazama,Charalampos Grigoriou,,,,,2024-08-10,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,2.62,0.48,0.0,2.62,0.8,1,1,4,0,0,0,0,1,0,0,1,Orthodox,170.18,170.18,135,2,0,0,1.72,0.53,0.6,1.68,0.12,1,2,5,1,0,0,1,0,0,0,1,Orthodox,170.18,175.26,135,27,32,-1,0,0,0,-1,-1,-1,1,0,0.0,-5.079999999999984,5,0.9000000000000001,-0.6,0.9400000000000002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Karol Rosa,Pannie Kianzad,,,,,2024-08-10,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,2,0,0,4.88,0.49,0.1,0.41,0.33,4,5,27,1,0,0,5,0,0,0,5,Orthodox,170.18,167.64,135,1,0,0,6.22,0.55,0.0,1.09,0.46,4,3,27,0,1,2,3,0,0,0,6,Orthodox,165.1,170.18,135,29,32,1,0,0,-1,2,0,1,0,0,5.0800000000000125,-2.539999999999992,3,-1.34,0.1,-0.6800000000000002,1,11.0,8.0,,,,8.0,,,,,,,,,,,,,11.0,,,,,,,,,,Red,,,,,,,,,,,
Jhonata Diniz,Karl Williams,,,,,2024-08-10,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,4,0,2.68,0.48,0.2,4.2,0.48,4,0,12,0,0,0,4,0,0,0,4,Orthodox,190.5,200.66,235,0,2,0,3.36,0.53,0.0,0.0,0.0,2,0,3,0,0,0,0,2,0,0,2,Orthodox,193.04,200.66,254,33,34,0,2,2,2,0,9,0,-2,0,-2.539999999999992,0.0,1,-0.6799999999999997,0.2,4.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Youssef Zalal,Jarno Errens,,,,,2024-08-10,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,1,0,3.29,0.44,0.3,0.0,0.0,1,2,9,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,145,0,1,1,3.07,0.5,1.3,2.09,0.3,3,3,23,0,0,0,3,0,1,0,4,Switch,177.8,182.88,145,27,29,0,0,-2,-3,-1,-14,0,0,-1,2.539999999999992,2.5400000000000205,2,0.2200000000000002,-1.0,-2.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Stephanie Luciano,Talita Alencar,,,,,2024-08-10,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,1,1,2.49,0.28,0.0,2.0,0.13,1,0,6,0,0,1,0,0,0,0,1,Orthodox,154.94,147.32,115,0,0,1,5.3,0.48,0.0,0.5,1.0,0,0,3,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,115,24,33,0,1,1,1,0,3,0,0,0,-12.700000000000015,-17.78,9,-2.81,0.0,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Dricus Du Plessis,Israel Adesanya,,,,,2024-08-17,"Perth, Western Australia, Australia",Australia,Red,True,Middleweight,MALE,5,1,0,0,4.02,0.48,0.1,0.05,0.11,9,3,60,11,0,1,7,5,0,0,13,Switch,193.04,203.2,185,0,7,0,6.12,0.48,0.7,2.55,0.5,7,0,18,2,0,1,1,4,1,0,7,Switch,185.42,193.04,185,30,35,1,-7,2,6,3,42,9,1,-1,7.619999999999976,10.159999999999997,5,-2.1000000000000005,-0.6,-2.5,1,2.0,0.0,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,Red,,,,,,,,,,,
Kai Kara-France,Steve Erceg,,,,,2024-08-17,"Perth, Western Australia, Australia",Australia,Red,False,Flyweight,MALE,3,1,0,0,4.37,0.48,0.5,1.16,0.26,3,1,13,1,0,0,2,1,0,0,3,Orthodox,172.72,172.72,125,2,0,0,4.56,0.39,0.0,0.61,0.33,3,4,30,1,0,1,4,2,0,0,7,Orthodox,162.56,175.26,125,31,29,-1,0,0,-4,-3,-17,0,-1,0,10.159999999999997,-2.539999999999992,-2,-0.1899999999999995,0.5,0.5499999999999999,1,7.0,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,7.0,,Red,,,,,,,,,,,
Mateusz Gamrot,Dan Hooker,,,,,2024-08-17,"Perth, Western Australia, Australia",Australia,Blue,False,Lightweight,MALE,3,0,2,0,5.03,0.48,0.3,0.73,0.34,4,8,48,0,0,2,2,7,2,0,13,Switch,182.88,190.5,155,0,3,0,3.23,0.5,0.1,5.25,0.35,4,2,24,0,0,1,2,3,1,0,7,Southpaw,177.8,177.8,155,33,34,0,-1,0,6,6,24,0,4,1,5.079999999999984,12.699999999999989,1,1.8000000000000005,0.1999999999999999,-4.52,1,11.0,5.0,,,,,,,,,5.0,,,,,,,,,,,,,11.0,,,,,Red,,,,,,,,,,,
Tai Tuivasa,Jairzinho Rozenstruik,,,,,2024-08-17,"Perth, Western Australia, Australia",Australia,Blue,False,Heavyweight,MALE,3,0,1,0,3.48,0.48,0.0,0.0,0.0,4,5,28,0,0,0,0,8,0,0,8,Orthodox,187.96,198.12,242,4,0,0,3.77,0.46,0.0,0.0,0.0,5,7,26,0,0,0,1,7,0,0,8,Southpaw,187.96,190.5,264,31,36,-4,1,-1,0,-2,2,0,1,0,0.0,7.620000000000003,5,-0.29,0.0,0.0,1,12.0,10.0,,,,,10.0,,,,,,,,,,,,,12.0,,,,,,,,,Red,,,,,,,,,,,
Li Jingliang,Carlos Prates,,,,,2024-08-17,"Perth, Western Australia, Australia",Australia,Blue,False,Welterweight,MALE,3,0,3,0,4.39,0.57,0.0,0.44,1.0,3,0,5,0,0,0,0,3,0,0,3,Switch,185.42,198.12,170,1,0,0,4.46,0.42,0.0,1.19,0.41,4,6,39,0,0,1,2,8,0,0,11,Orthodox,182.88,180.34,170,36,31,-1,3,-1,-8,-6,-34,0,-5,0,2.5400000000000205,17.78,-5,-0.0700000000000002,0.0,-0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Junior Tafa,Valter Walker,,,,,2024-08-17,"Perth, Western Australia, Australia",Australia,Blue,False,Heavyweight,MALE,3,1,0,0,1.79,0.51,1.4,4.95,0.7,0,1,3,0,0,0,0,0,0,0,0,Orthodox,198.12,198.12,265,1,0,0,3.36,0.49,0.0,0.0,0.0,1,2,6,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,240,27,26,0,0,-1,-1,-1,-3,0,-1,0,7.620000000000003,7.620000000000003,-1,-1.5699999999999998,1.4,4.95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Josh Culibao,Ricardo Ramos,,,,,2024-08-17,"Perth, Western Australia, Australia",Australia,Blue,False,Featherweight,MALE,3,2,0,0,2.97,0.36,0.7,2.57,0.57,3,5,24,0,0,1,3,2,1,0,7,Orthodox,175.26,182.88,145,2,0,1,3.41,0.44,0.3,0.0,0.0,3,3,19,0,0,1,1,0,1,0,3,Orthodox,177.8,185.42,145,30,29,0,0,0,4,2,5,0,2,0,-2.5400000000000205,-2.5400000000000205,-1,-0.4399999999999999,0.3999999999999999,2.57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Casey O'Neill,Luana Santos,,,,,2024-08-17,"Perth, Western Australia, Australia",Australia,Red,False,Women's Flyweight,FEMALE,3,0,3,0,4.28,0.51,1.2,1.62,0.4,3,0,5,0,0,0,1,1,1,0,3,Orthodox,167.64,170.18,125,2,0,0,7.89,0.52,0.7,1.45,0.34,4,2,15,0,0,1,0,2,1,0,4,Orthodox,167.64,175.26,125,26,24,-2,3,-1,-1,-2,-10,0,-1,0,0.0,-5.079999999999984,-2,-3.61,0.5,0.1700000000000001,1,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Jack Jenkins,Herbert Burns,,,,,2024-08-17,"Perth, Western Australia, Australia",Australia,Red,False,Featherweight,MALE,3,3,0,0,1.86,0.36,1.8,2.94,0.34,3,3,9,0,0,0,0,1,2,0,3,Orthodox,175.26,185.42,145,1,0,0,4.5,0.61,0.0,1.78,0.64,3,1,11,0,0,1,1,1,0,0,3,Switch,170.18,172.72,145,30,36,2,0,0,0,2,-2,0,0,2,5.079999999999984,12.700000000000015,6,-2.64,1.8,1.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Tom Nolan,Alex Reyes,,,,,2024-08-17,"Perth, Western Australia, Australia",Australia,Red,False,Lightweight,MALE,3,2,0,0,4.46,0.46,0.0,1.5,0.28,0,2,2,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,155,0,1,0,5.82,0.45,1.6,0.41,0.12,1,1,3,0,0,0,0,2,0,0,2,Southpaw,190.5,185.42,155,24,37,2,-1,-1,-2,1,-1,0,-2,0,-10.159999999999997,0.0,13,-1.3600000000000003,-1.6,1.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Song Kenan,Ricky Glenn,,,,,2024-08-17,"Perth, Western Australia, Australia",Australia,Red,False,Welterweight,MALE,3,2,0,1,3.79,0.42,0.4,0.72,0.13,2,5,24,0,0,2,1,1,0,0,4,Southpaw,182.88,177.8,170,1,0,0,4.49,0.46,0.0,0.42,0.3,2,4,20,0,0,0,2,3,0,0,5,Orthodox,182.88,180.34,170,34,35,1,0,0,-1,1,4,0,-2,0,0.0,-2.539999999999992,1,-0.7000000000000002,0.4,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Stewart Nicoll,Jesus Aguilar,,,,,2024-08-17,"Perth, Western Australia, Australia",Australia,Blue,False,Flyweight,MALE,3,0,2,0,1.73,0.45,1.8,1.83,0.35,2,1,8,0,0,1,0,1,1,0,3,Orthodox,162.56,157.48,125,0,0,0,3.02,0.47,0.0,5.66,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,125,29,28,0,2,2,3,1,8,0,1,1,-2.539999999999992,-7.620000000000003,-1,-1.29,1.8,-3.83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Jared Cannonier,Caio Borralho,,,,,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,5,0,8,0,3.61,0.6,0.5,1.56,0.6,8,0,20,0,0,0,5,2,1,0,8,Southpaw,185.42,190.5,185,1,0,0,4.6,0.5,0.0,0.46,0.44,3,7,49,1,0,1,3,6,0,0,10,Switch,180.34,195.58,185,40,31,-1,8,5,-2,-7,-29,-1,-4,1,5.0800000000000125,-5.0800000000000125,-9,-0.9899999999999998,0.5,1.1,1,12.0,5.0,,,,,,,5.0,,,,,,,,,,,,,12.0,,,,,,,Red,,,,,,,,,,,
Angela Hill,Tabatha Ricci,,,,,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,4.18,0.36,0.1,2.74,0.37,4,2,19,0,0,1,3,0,1,0,5,Orthodox,154.94,154.94,115,0,2,0,5.47,0.5,0.1,0.81,0.32,3,13,73,0,0,0,9,2,1,0,12,Orthodox,160.02,162.56,115,39,29,0,-1,1,-7,-11,-54,0,-2,0,-5.0800000000000125,-7.620000000000003,-10,-1.29,0.0,1.93,1,11.0,9.0,,,9.0,,,,,,,,,,,,,11.0,,,,,,,,,,,Red,,,,,,,,,,,
Robert Valentin,Ryan Loder,,,,,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,0,0,6.16,0.8,2.2,2.2,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,193.04,185,0,0,0,0.15,0.5,4.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,185,29,33,0,0,0,0,0,0,0,0,0,0.0,-2.5400000000000205,4,6.01,-2.2,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Kaan Ofli,Mairon Santos,,,,,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,0,0,4.14,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,145,0,0,0,2.0,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,145,31,24,0,0,0,0,0,0,0,0,0,0.0,15.23999999999998,-7,2.14,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Neil Magny,Michael Morales,,,,,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,5,0,5.42,0.48,0.0,1.16,0.41,5,0,13,0,0,0,3,2,0,0,5,Orthodox,182.88,200.66,170,0,1,0,3.43,0.46,0.2,2.12,0.38,7,10,87,0,0,4,10,6,2,0,22,Orthodox,190.5,203.2,170,37,25,0,4,-2,-17,-10,-74,0,-4,-2,-7.620000000000003,-2.539999999999992,-12,1.99,-0.2,-0.9600000000000002,1,,12.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Edmen Shahbazyan,Gerald Meerschaert,,,,,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,3.1,0.45,1.5,2.01,0.35,3,9,41,0,0,0,0,1,10,0,11,Southpaw,185.42,195.58,185,0,1,0,3.78,0.5,0.5,1.97,0.38,5,4,21,0,0,1,0,5,1,0,7,Orthodox,187.96,187.96,185,26,36,0,0,-2,4,5,20,0,-4,9,-2.539999999999992,7.620000000000003,10,-0.6799999999999997,1.0,0.0399999999999998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Dennis Buzukja,Francis Marshall,,,,,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,2,0,0,3.46,0.33,0.4,2.75,0.44,2,2,9,0,0,0,1,1,0,0,2,Orthodox,175.26,182.88,145,0,1,0,4.21,0.43,0.2,0.63,0.27,1,3,13,0,0,0,1,1,0,0,2,Switch,175.26,177.8,145,26,25,2,-1,1,0,-1,-4,0,0,0,0.0,5.079999999999984,-1,-0.75,0.2,2.12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Zachary Reese,Jose Daniel Medina,,,,,2024-08-24,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,1.87,0.33,0.0,0.5,0.33,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,0,1,0,4.94,0.58,2.1,3.5,0.55,1,1,3,0,0,0,0,1,1,0,2,Switch,193.04,195.58,185,30,33,1,-1,-1,-2,0,0,0,-1,-1,-10.159999999999997,-7.620000000000003,3,-3.0700000000000003,-2.1,-3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
